id,pokemon,species_id,height,weight,base_experience,type_1,type_2,hp,attack,defense,special_attack,special_defense,speed,color_1,color_2,color_f,egg_group_1,egg_group_2,url_icon,generation_id,url_image
336,seviper,336,2.7,52.5,160,poison,NA,73,100,60,100,60,65,#A040A0,NA,NA,ground,dragon,//archives.bulbagarden.net/media/upload/a/a5/336MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/336.png
349,feebas,349,0.6,7.4,40,water,NA,20,15,20,10,55,80,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/9/97/349MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/349.png
72,tentacool,72,0.9,45.5,67,water,poison,40,40,35,50,100,70,#6890F0,#A040A0,#757CDC,water3,NA,//archives.bulbagarden.net/media/upload/3/3a/072MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/072.png
10012,rotom-mow,479,0.3,0.3,182,electric,grass,50,65,107,105,107,86,#F8D030,#78C850,#D8CE37,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10012.png
474,porygon-z,474,0.9,34,241,normal,NA,85,80,70,135,75,90,#A8A878,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/28/474MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/474.png
168,ariados,168,1.1,33.5,140,bug,poison,70,90,70,60,70,40,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/9/96/168MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/168.png
10027,pumpkaboo-small,710,0.3,3.5,67,ghost,grass,44,66,70,44,55,56,#705898,#78C850,#717386,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10027.png
754,lurantis,754,0.9,18.5,168,grass,NA,70,105,90,80,90,45,#78C850,NA,NA,plant,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/754.png
455,carnivine,455,1.4,27,159,grass,NA,74,100,72,90,72,46,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/8/85/455MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/455.png
10078,groudon-primal,383,5,999.7,347,ground,fire,100,180,160,150,90,90,#E0C068,#F08030,#E3B05A,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10078.png
784,kommo-o,784,1.6,78.2,270,dragon,fighting,75,110,125,100,105,85,#7038F8,#C03028,#8336C5,dragon,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/784.png
625,bisharp,625,1.6,70,172,dark,steel,65,125,100,60,70,70,#705848,#B8B8D0,#816F68,humanshape,NA,//archives.bulbagarden.net/media/upload/8/80/625MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/625.png
234,stantler,234,1.4,71.2,163,normal,NA,73,95,62,85,65,85,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/1/19/234MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/234.png
484,palkia,484,4.2,336,306,water,dragon,90,120,100,150,120,100,#6890F0,#7038F8,#697AF1,no-eggs,NA,//archives.bulbagarden.net/media/upload/2/27/484MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/484.png
10104,ninetales-alola,38,1.1,19.9,177,ice,fairy,73,67,75,81,100,109,#98D8D8,#EE99AC,#ACC8CD,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10104.png
73,tentacruel,73,1.6,55,180,water,poison,80,70,65,80,120,100,#6890F0,#A040A0,#757CDC,water3,NA,//archives.bulbagarden.net/media/upload/e/eb/073MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/073.png
539,sawk,539,1.4,51,163,fighting,NA,75,125,75,30,75,85,#C03028,NA,NA,humanshape,NA,//archives.bulbagarden.net/media/upload/0/03/539MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/539.png
553,krookodile,553,1.5,96.3,234,ground,dark,95,117,80,65,70,92,#E0C068,#705848,#C4A660,ground,NA,//archives.bulbagarden.net/media/upload/f/fb/553MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/553.png
15,beedrill,15,1,29.5,178,bug,poison,65,90,40,45,80,75,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/e/e4/015MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/015.png
728,popplio,728,0.4,7.5,64,water,NA,50,54,54,66,56,40,#6890F0,NA,NA,water1,ground,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/728.png
294,loudred,294,1,40.5,126,normal,NA,84,71,43,71,43,48,#A8A878,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/1/1d/294MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/294.png
62,poliwrath,62,1.3,54,230,water,fighting,90,95,95,70,90,70,#6890F0,#C03028,#7D78BF,water1,NA,//archives.bulbagarden.net/media/upload/8/88/062MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/062.png
10093,raticate-totem-alola,20,1.4,105,145,dark,normal,75,71,70,40,80,77,#705848,#A8A878,#7D6B53,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10093.png
644,zekrom,644,2.9,345,306,dragon,electric,100,150,120,120,100,90,#7038F8,#F8D030,#905CC7,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/e9/644MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/644.png
35,clefairy,35,0.6,7.5,113,fairy,NA,70,45,48,60,65,35,#EE99AC,NA,NA,fairy,NA,//archives.bulbagarden.net/media/upload/6/67/035MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/035.png
381,latios,381,2,60,270,dragon,psychic,80,90,80,130,110,110,#7038F8,#F85888,#903FDC,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/56/381MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/381.png
778,mimikyu-disguised,778,0.2,0.7,167,ghost,fairy,55,90,80,50,105,96,#705898,#EE99AC,#8E679C,indeterminate,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/778.png
780,drampa,780,3,185,170,normal,dragon,78,60,85,135,91,36,#A8A878,#7038F8,#9A8C97,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/780.png
10002,deoxys-defense,386,1.7,60.8,270,psychic,NA,50,70,160,70,160,90,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10002.png
665,spewpa,665,0.3,8.4,75,bug,NA,45,22,60,27,30,29,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/1/15/665MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/665.png
31,nidoqueen,31,1.3,60,227,poison,ground,90,92,87,75,85,76,#A040A0,#E0C068,#AF5F92,no-eggs,NA,//archives.bulbagarden.net/media/upload/7/7c/031MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/031.png
549,lilligant,549,1.1,16.3,168,grass,NA,70,60,75,110,75,90,#78C850,NA,NA,plant,NA,//archives.bulbagarden.net/media/upload/5/59/549MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/549.png
28,sandslash,28,1,29.5,158,ground,NA,75,100,110,45,55,65,#E0C068,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/56/028MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/028.png
701,hawlucha,701,0.8,21.5,175,fighting,flying,78,92,75,74,63,118,#C03028,#A890F0,#BA4758,humanshape,NA,//archives.bulbagarden.net/media/upload/a/a8/701MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/701.png
148,dragonair,148,4,16.5,147,dragon,NA,61,84,65,70,70,70,#7038F8,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/3/38/148MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/148.png
738,vikavolt,738,1.5,45,225,bug,electric,77,70,90,145,75,43,#A8B820,#F8D030,#BBBD23,bug,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/738.png
572,minccino,572,0.4,5.8,60,normal,NA,55,50,40,40,40,75,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/4/4a/572MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/572.png
284,masquerain,284,0.8,3.6,159,bug,flying,70,60,62,100,82,80,#A8B820,#A890F0,#A8AE52,water1,bug,//archives.bulbagarden.net/media/upload/d/d5/284MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/284.png
334,altaria,334,1.1,20.6,172,dragon,flying,75,70,90,70,105,80,#7038F8,#A890F0,#7D4DF6,flying,dragon,//archives.bulbagarden.net/media/upload/0/07/334MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/334.png
692,clauncher,692,0.5,8.3,66,water,NA,50,53,62,58,63,44,#6890F0,NA,NA,water1,water3,//archives.bulbagarden.net/media/upload/e/ee/692MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/692.png
268,cascoon,268,0.7,11.5,72,bug,NA,50,35,55,25,25,15,#A8B820,NA,NA,bug,NA,//archives.bulbagarden.net/media/upload/7/70/268MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/268.png
93,haunter,93,1.6,0.1,142,ghost,poison,45,50,45,115,55,95,#705898,#A040A0,#7B5299,indeterminate,NA,//archives.bulbagarden.net/media/upload/6/64/093MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/093.png
722,rowlet,722,0.3,1.5,64,grass,flying,68,55,55,50,50,42,#78C850,#A890F0,#83BA76,flying,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/722.png
300,skitty,300,0.6,11,52,normal,NA,50,45,45,35,35,50,#A8A878,NA,NA,ground,fairy,//archives.bulbagarden.net/media/upload/a/ad/300MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/300.png
776,turtonator,776,2,212,170,fire,dragon,60,78,135,91,85,36,#F08030,#7038F8,#D06E60,monster,dragon,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/776.png
10033,venusaur-mega,3,2.4,155.5,281,grass,poison,80,100,123,122,120,80,#78C850,#A040A0,#81A763,monster,plant,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10033.png
241,miltank,241,1.2,75.5,172,normal,NA,95,80,105,40,70,100,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/9/9d/241MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/241.png
33,nidorino,33,0.9,19.5,128,poison,NA,61,72,57,55,55,65,#A040A0,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/4/4a/033MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/033.png
699,aurorus,699,2.7,225,104,rock,ice,123,77,72,99,92,58,#B8A038,#98D8D8,#B0AD5E,monster,NA,//archives.bulbagarden.net/media/upload/e/e5/699MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/699.png
437,bronzong,437,1.3,187,175,steel,psychic,67,89,116,79,116,33,#B8B8D0,#F85888,#C7A0BE,mineral,NA,//archives.bulbagarden.net/media/upload/f/fc/437MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/437.png
727,incineroar,727,1.8,83,239,fire,dark,95,115,90,80,90,60,#F08030,#705848,#D07635,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/727.png
10004,wormadam-sandy,413,0.5,6.5,148,bug,ground,60,79,105,59,85,36,#A8B820,#E0C068,#B5B931,bug,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10004.png
217,ursaring,217,1.8,125.8,175,normal,NA,90,130,75,75,75,55,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/217MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/217.png
108,lickitung,108,1.2,65.5,77,normal,NA,90,55,75,60,75,30,#A8A878,NA,NA,monster,NA,//archives.bulbagarden.net/media/upload/3/34/108MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/108.png
747,mareanie,747,0.4,8,61,poison,water,50,53,62,43,52,45,#A040A0,#6890F0,#9253B3,water1,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/747.png
10140,minior-blue,774,0.3,0.3,175,rock,flying,60,100,60,100,60,120,#B8A038,#A890F0,#B49C64,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10140.png
209,snubbull,209,0.6,7.8,60,fairy,NA,60,80,50,40,40,30,#EE99AC,NA,NA,ground,fairy,//archives.bulbagarden.net/media/upload/d/d4/209MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/209.png
338,solrock,338,1.2,154,161,rock,psychic,90,95,85,55,65,70,#B8A038,#F85888,#C78E4B,mineral,NA,//archives.bulbagarden.net/media/upload/d/d5/338MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/338.png
609,chandelure,609,1,34.3,234,ghost,fire,60,55,90,145,90,80,#705898,#F08030,#8F617E,indeterminate,NA,//archives.bulbagarden.net/media/upload/f/fa/609MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/609.png
584,vanilluxe,584,1.3,57.5,241,ice,NA,71,95,85,110,95,79,#98D8D8,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/a/ad/584MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/584.png
786,tapu-lele,786,1.2,18.6,114,psychic,fairy,70,85,75,130,115,95,#F85888,#EE99AC,#F56790,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/786.png
568,trubbish,568,0.6,31,66,poison,NA,50,50,62,40,62,65,#A040A0,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/2/2c/568MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/568.png
434,stunky,434,0.4,19.2,66,poison,dark,63,63,47,41,41,74,#A040A0,#705848,#94458A,ground,NA,//archives.bulbagarden.net/media/upload/4/48/434MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/434.png
201,unown,201,0.5,5,118,psychic,NA,48,72,48,72,48,48,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/e7/201MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/201.png
354,banette,354,1.1,12.5,159,ghost,NA,64,115,65,83,63,65,#705898,NA,NA,indeterminate,NA,//archives.bulbagarden.net/media/upload/7/79/354MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/354.png
357,tropius,357,2,100,161,grass,flying,99,68,83,72,87,51,#78C850,#A890F0,#83BA76,monster,plant,//archives.bulbagarden.net/media/upload/7/77/357MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/357.png
721,volcanion,721,1.7,195,270,fire,water,80,110,120,130,90,70,#F08030,#6890F0,#CF835E,no-eggs,NA,//archives.bulbagarden.net/media/upload/e/ec/721MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/721.png
766,passimian,766,2,82.8,172,fighting,NA,100,120,90,40,60,80,#C03028,NA,NA,ground,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/766.png
514,simisear,514,1,28,174,fire,NA,75,98,63,98,63,101,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/5/5b/514MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/514.png
116,horsea,116,0.4,8,59,water,NA,30,40,70,70,25,60,#6890F0,NA,NA,water1,dragon,//archives.bulbagarden.net/media/upload/8/88/116MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/116.png
643,reshiram,643,3.2,330,306,dragon,fire,100,120,100,150,120,90,#7038F8,#F08030,#8F49C7,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/5c/643MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/643.png
10113,muk-alola,89,1,52,175,poison,dark,105,105,75,65,100,50,#A040A0,#705848,#94458A,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10113.png
10147,magearna-original,801,1,80.5,120,steel,fairy,80,95,115,130,115,65,#B8B8D0,#EE99AC,#C5B0C7,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10147.png
668,pyroar,668,1.5,81.5,177,fire,normal,86,68,72,109,66,106,#F08030,#A8A878,#DE8941,ground,NA,//archives.bulbagarden.net/media/upload/2/22/668MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/668.png
439,mime-jr,439,0.6,13,62,psychic,fairy,20,25,45,70,90,60,#F85888,#EE99AC,#F56790,no-eggs,NA,//archives.bulbagarden.net/media/upload/2/29/439MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/439.png
197,umbreon,197,1,27,184,dark,NA,95,65,110,60,130,65,#705848,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/c/cf/197MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/197.png
220,swinub,220,0.4,6.5,50,ice,ground,50,50,40,30,30,50,#98D8D8,#E0C068,#A9D2BC,ground,NA,//archives.bulbagarden.net/media/upload/d/d5/220MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/220.png
462,magnezone,462,1.2,180,241,electric,steel,70,70,115,130,90,60,#F8D030,#B8B8D0,#E8CA56,mineral,NA,//archives.bulbagarden.net/media/upload/9/9c/462MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/462.png
10141,minior-indigo,774,0.3,0.3,175,rock,flying,60,100,60,100,60,120,#B8A038,#A890F0,#B49C64,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10141.png
235,smeargle,235,1.2,58,88,normal,NA,55,20,35,20,45,75,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/a/af/235MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/235.png
513,pansear,513,0.6,11,63,fire,NA,50,53,48,53,48,64,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/f/f0/513MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/513.png
10085,pikachu-cosplay,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10085.png
173,cleffa,173,0.3,3,44,fairy,NA,50,25,28,45,55,15,#EE99AC,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/9/9c/173MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/173.png
83,farfetchd,83,0.8,15,132,normal,flying,52,90,55,58,62,60,#A8A878,#A890F0,#A8A295,flying,ground,//archives.bulbagarden.net/media/upload/0/09/083MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/083.png
641,tornadus-incarnate,641,1.5,63,261,flying,NA,79,115,70,125,80,111,#A890F0,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/7/70/641MS6.png,5,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/641.png
407,roserade,407,0.9,14.5,232,grass,poison,60,70,65,125,105,90,#78C850,#A040A0,#81A763,fairy,plant,//archives.bulbagarden.net/media/upload/4/4e/407MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/407.png
324,torkoal,324,0.5,80.4,165,fire,NA,70,85,140,85,70,20,#F08030,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/4/49/324MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/324.png
185,sudowoodo,185,1.2,38,144,rock,NA,70,100,115,30,65,30,#B8A038,NA,NA,mineral,NA,//archives.bulbagarden.net/media/upload/8/82/185MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/185.png
10074,glalie-mega,362,2.1,350.2,203,ice,NA,80,120,80,120,80,100,#98D8D8,NA,NA,fairy,mineral,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10074.png
180,flaaffy,180,0.8,13.3,128,electric,NA,70,55,55,80,60,45,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/e/eb/180MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/180.png
464,rhyperior,464,2.4,282.8,241,ground,rock,115,140,130,55,55,40,#E0C068,#B8A038,#D6B85C,monster,ground,//archives.bulbagarden.net/media/upload/7/79/464MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/464.png
493,arceus,493,3.2,320,324,normal,NA,120,120,120,120,120,120,#A8A878,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/0/04/493MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/493.png
444,gabite,444,1.4,56,144,dragon,ground,68,90,65,50,55,82,#7038F8,#E0C068,#8B58D5,monster,dragon,//archives.bulbagarden.net/media/upload/5/58/444MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/444.png
167,spinarak,167,0.5,8.5,50,bug,poison,40,60,40,40,40,30,#A8B820,#A040A0,#A69A3F,bug,NA,//archives.bulbagarden.net/media/upload/7/71/167MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/167.png
10118,zygarde-10,718,1.2,33.5,219,dragon,ground,54,100,71,61,85,115,#7038F8,#E0C068,#8B58D5,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10118.png
10142,minior-violet,774,0.3,0.3,175,rock,flying,60,100,60,100,60,120,#B8A038,#A890F0,#B49C64,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10142.png
291,ninjask,291,0.8,12,160,bug,flying,61,90,45,50,50,160,#A8B820,#A890F0,#A8AE52,bug,NA,//archives.bulbagarden.net/media/upload/9/9c/291MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/291.png
795,pheromosa,795,1.8,25,114,bug,fighting,71,137,37,137,37,151,#A8B820,#C03028,#AD9721,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/795.png
660,diggersby,660,1,42.4,148,normal,ground,85,56,77,50,77,78,#A8A878,#E0C068,#B5AD74,ground,NA,//archives.bulbagarden.net/media/upload/6/6d/660MS6.png,6,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/660.png
799,guzzlord,799,5.5,888,114,dark,dragon,223,101,53,97,53,43,#705848,#7038F8,#705072,no-eggs,NA,NA,7,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/799.png
10017,darmanitan-zen,555,1.3,92.9,189,fire,psychic,105,30,105,140,105,55,#F08030,#F85888,#F17645,ground,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10017.png
10001,deoxys-attack,386,1.7,60.8,270,psychic,NA,50,180,20,180,20,150,#F85888,NA,NA,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10001.png
56,mankey,56,0.5,28,61,fighting,NA,40,80,35,35,45,70,#C03028,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/8/87/056MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/056.png
25,pikachu,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,//archives.bulbagarden.net/media/upload/d/de/025MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/025.png
81,magnemite,81,0.3,6,65,electric,steel,25,35,70,95,55,45,#F8D030,#B8B8D0,#E8CA56,mineral,NA,//archives.bulbagarden.net/media/upload/6/6e/081MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/081.png
472,gliscor,472,2,42.5,179,ground,flying,75,95,125,45,75,95,#E0C068,#A890F0,#D2B488,bug,NA,//archives.bulbagarden.net/media/upload/6/63/472MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/472.png
10051,gardevoir-mega,282,1.6,48.4,278,psychic,fairy,68,85,65,165,135,100,#F85888,#EE99AC,#F56790,indeterminate,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10051.png
10134,minior-indigo-meteor,774,0.3,40,154,rock,flying,60,60,100,60,100,60,#B8A038,#A890F0,#B49C64,mineral,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10134.png
10075,diancie-mega,719,1.1,27.8,315,rock,fairy,50,160,110,160,110,110,#B8A038,#EE99AC,#C59E54,no-eggs,NA,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10075.png
480,uxie,480,0.3,0.3,261,psychic,NA,75,75,130,75,130,95,#F85888,NA,NA,no-eggs,NA,//archives.bulbagarden.net/media/upload/5/5c/480MS6.png,4,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/480.png
10080,pikachu-rock-star,25,0.4,6,112,electric,NA,35,55,40,50,50,90,#F8D030,NA,NA,ground,fairy,NA,NA,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/10080.png
3,venusaur,3,2,100,236,grass,poison,80,82,83,100,100,80,#78C850,#A040A0,#81A763,monster,plant,//archives.bulbagarden.net/media/upload/0/07/003MS6.png,1,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/003.png
179,mareep,179,0.6,7.8,56,electric,NA,55,40,40,65,45,35,#F8D030,NA,NA,monster,ground,//archives.bulbagarden.net/media/upload/e/e8/179MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/179.png
161,sentret,161,0.8,6,43,normal,NA,35,46,34,35,45,20,#A8A878,NA,NA,ground,NA,//archives.bulbagarden.net/media/upload/6/69/161MS6.png,2,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/161.png
384,rayquaza,384,7,206.5,306,dragon,flying,105,150,90,150,90,95,#7038F8,#A890F0,#7D4DF6,no-eggs,NA,//archives.bulbagarden.net/media/upload/d/d0/384MS6.png,3,https://raw.githubusercontent.com/HybridShivam/Pokemon/master/assets/images/384.png
